pdb_id,status,error,chrom_resname,n_chrom_atoms,n_cage_atoms,tau_exp_deg,phi_exp_deg,exp_cell_overlap_a,exp_cell_allowed,n_allowed,n_total,A_allowed_deg2,f_allowed,f_allowed_folded,max_overlap_a,min_overlap_a,d_exp_to_clash_deg,scan_seconds,phi_symmetric,tau_centroid_deg,phi_centroid_deg,d_centroid_to_planar_deg,d_exp_to_planar_deg,planar_tau_ref_deg,planar_phi_ref_deg,n_allowed_065,A_allowed_deg2_065,f_allowed_065,f_allowed_folded_065,d_centroid_to_planar_065_deg,major_axis_angle_deg,major_axis_aspect_ratio,d_exp_to_centroid_deg,esp_at_op_V,efield_mag_V_per_A,efield_along_co_V_per_A,esp_n_residues_within_12a,esp_error,esp_at_op_V_ff14,efield_mag_V_per_A_ff14,efield_along_co_V_per_A_ff14,esp_near_V_ff14,esp_far_V_ff14,esp_water_V_ff14,efield_along_co_near_V_per_A_ff14,efield_along_co_far_V_per_A_ff14,efield_along_co_water_V_per_A_ff14,esp_n_residues_near_ff14,esp_n_residues_far_ff14,esp_n_waters_ff14,has_chromophore,chromophore_type,n_atoms,convex_area,convex_perimeter,major_axis,minor_axis,eccentricity,circularity,barrel_length,original_axis_angle,eigenvalue_ratio,expected_chromophore,ex_max,em_max,match_name,source,config,tau_main,planarity_deviation,aspect_ratio,compactness,stokes_shift,color_class,resolution,r_factor,seq_length,mean_b_factor,std_b_factor,mean_b_ca,chrom_b_factor,barrel_b_factor,b_factor_ratio,chrom_contacts,chrom_contact_density,n_disulfides,n_waters,lit_qy,lit_ec,lit_brightness,n_residues,canonical_cohort
1F09,ok,,CR2,19.0,1809.0,-5.140145256908789,2.93548140274342,0.4052813639725885,False,0.0,5184.0,0.0,0.0,0.0,2.985815185750144,0.4052813639725885,2.069269854671524,6.426484791,True,,,,5.919302689335498,0.0,0.0,100.0,2500.0,0.0192901234567901,0.0235339506172839,34.10581443460073,89.01594580848248,14.75527549756824,,1.283348038871183,0.6090971442342249,0.0537845194615692,46.0,,1.0733090017436018,0.4477314415531418,-0.4084237166141253,-1.612847609027186,1.716338401331139,0.9698182094396488,-0.2328420812587301,0.1240172238764677,-0.2995988592318628,13.0,40.0,1.0,True,CR2,160,691.8693001414782,95.82787967266944,31.89113261754417,29.84712660863906,0.3522478333888539,0.946782379353992,47.21528181647969,52.13028488997146,2.2104690515914016,True,488.0,507.0,gfp,keyword,cis,2.9354814027434166,2.9354814027434166,1.0684825053917748,0.8894610194265372,19.0,green,2.14,0.204,225,37.48884293895122,15.848448434970368,32.118311110602484,38.35157896343031,37.47971599882589,1.023262261769319,129,0.1864514005370973,0.0,105.0,0.79,25000.0,19.75,,True
1F0B,ok,,CR2,19.0,1808.0,13.261595544788864,-16.717904037172673,0.3672326158280303,True,89.0,5184.0,2225.0,0.0171682098765432,0.0246913580246913,2.9983528827102583,0.3169584915127355,9.515058026868266,5.605805457999999,True,3.3665725281224925,-110.60014542163098,110.6513713329981,21.339124438216253,0.0,0.0,168.0,4200.0,0.0324074074074074,0.0420524691358024,92.13197712687764,88.9464594057276,11.920578399170822,94.40226018411876,1.772098304794666,0.4116999352150686,-0.0672685241567189,47.0,,2.5620300449363924,0.566740010287499,-0.4906663275149981,-1.102579826727612,2.6340406880698906,1.030569183594114,0.1630526178567439,-0.3211426075082977,-0.3325763378634443,11.0,41.0,1.0,True,CR2,161,690.4940916807061,96.49598142460584,32.67516597482053,30.371729618090384,0.3688095514009986,0.9318615142308868,46.83705375512126,48.18648119754613,2.145671297858939,True,488.0,507.0,gfp,keyword,cis,-16.717904037172673,16.717904037172673,1.075841461309406,0.9436033849556836,19.0,green,2.1,0.188,225,37.05761563252773,19.00838824824254,31.49319997151693,30.585789329127262,37.1260434008998,0.8238364912428556,120,0.1737885978255258,0.0,125.0,0.79,25000.0,19.75,,True
1G7K,ok,,CRQ,24.0,7160.0,-0.000916589437326,-3.524214472325866,0.3698670782420894,True,28.0,5184.0,700.0,0.0054012345679012,0.0104166666666666,2.8823108799202988,0.2986845967905034,3.524214591520681,24.400313917,True,-1.2514469705551192,-23.49389973080357,23.527206465731613,3.5242145915206806,0.0,0.0,198.0,4950.0,0.0381944444444444,0.044753086419753,141.44733960453985,-88.88100776600518,2.97946098341731,20.00880195206001,6.5436476080786035,1.3714409050072704,-0.0447668556242677,58.0,,5.7544852937934365,1.5084157664498925,-0.6591993822016959,2.2702554502930616,2.2117969895414995,1.2724328539588754,-0.2597627650606536,0.3295080308260428,-0.7289446479670849,11.0,51.0,1.0,True,CRQ,169,690.8108818397073,96.77816545860452,32.84275185562089,28.692126182555548,0.4866065125831531,0.926860263672085,46.391754350346105,81.88352170513618,1.9337595188556755,True,558.0,583.0,dsred,keyword,cis,-3.5242144723258555,3.5242144723258555,1.144660791140284,0.9098550912254332,25.0,red,2.0,0.162,217,17.505133903319283,14.185626545248464,11.82345619509297,18.82374986012777,17.48723413919971,1.0764280794944066,121,0.1751564765131715,0.0,418.0,0.79,75000.0,59.25,,True
1GGX,ok,,CRQ,24.0,7124.0,-2.0115462085299853,-2.3621550327190164,0.5043342331484548,False,35.0,5184.0,875.0,0.0067515432098765,0.013503086419753,2.951299744833118,0.2805411142201226,3.102594808809412,24.32827749999999,True,0.7117054923113388,172.84191594956667,172.84338122654526,3.1025948088094113,0.0,0.0,188.0,4700.0,0.0362654320987654,0.0501543209876543,108.39457962711452,87.903570768838,3.425474109259965,175.22523388083104,5.305520019472896,1.8711327425009352,-0.1086753564622108,59.0,,5.003198688116189,1.64537988268628,-0.5478180831205932,2.6982863297317023,1.1812845779507903,1.1236277804336965,-0.3382900104563331,0.3628295314909821,-0.5723576041552422,11.0,52.0,1.0,True,CRQ,164,708.911339213494,98.65141762434332,32.88272288350379,28.40184384242039,0.5039522607195579,0.9153667356602558,46.39382355402898,85.57324832220675,1.909067239848172,True,558.0,583.0,dsred,keyword,cis,-2.362155032719027,2.362155032719027,1.1577671881425828,0.8998872762857478,25.0,red,1.9,0.192,216,18.58764442191389,6.07694721569163,17.417546294353627,18.45000004768372,18.589522457719188,0.9924945672836508,116,0.1636311814798969,0.0,579.0,0.79,75000.0,59.25,,True
1H6R,ok,,PIA,20.0,5599.0,-7.310253708142118,-4.201266840668779,0.5092454819804604,False,3.0,5184.0,75.0,0.0005787037037037,0.0011574074074074,3.332984232442606,0.3764002773383068,2.4444318063303827,20.546698167,True,-14.999999999999998,122.77229431947912,123.68523053488968,8.431515423926387,0.0,0.0,126.0,3150.0,0.0243055555555555,0.0339506172839506,175.7811136620753,89.34903195355807,14.748990083438589,127.20620044527294,-1.0014476603578464,0.5289466600659662,0.244646100763971,53.0,,0.710437767039295,0.6342454342817806,-0.6133449875218754,0.940096516817806,-1.8526047034956332,1.6229459537171222,-0.0200058639771091,0.1258502548962592,-0.7191893784410256,12.0,48.0,2.0,True,PIA,174,673.7300200615936,95.24955099728996,32.2674492803961,30.847477744583863,0.2933872426557959,0.9331895973505692,47.0827544046513,66.9213279810743,2.161743520633652,True,488.0,507.0,green fluorescent,keyword,cis,-4.201266840668776,4.201266840668776,1.0460320142725947,0.924334227014252,19.0,green,1.5,0.183,228,16.651403339265435,7.783426788078127,14.710346267336892,15.776499938964845,16.6608771172871,0.9469189303722408,141,0.2092826440880718,1.0,840.0,,,,,True
1HCJ,ok,,GYS,21.0,7238.0,-2.981023167498054,3.402922341986084,0.4264755668514142,False,4.0,5184.0,100.0,0.0007716049382716,0.0015432098765432,3.1665671116267435,0.3729626505749217,2.574281355234276,18.508801875000003,True,-5.0,0.0,5.0,4.523978292470927,0.0,0.0,143.0,3575.0,0.0275848765432098,0.0362654320987654,45.90036561205397,89.98989492860144,15.833101127444316,3.956785047960997,3.1382076505699215,0.4452130418984027,0.2741937008190534,51.0,,0.4810559192437825,0.8139005692953366,0.1629865299385286,-0.7781855794226223,0.0556214266593851,1.2036200720070198,0.5619015702787675,0.1413128953296109,-0.54022793566985,11.0,44.0,1.0,True,GYS,151,666.9415182508619,95.5653237090829,32.37256275136193,30.58018613365316,0.3281292174859122,0.9176920034864006,48.13415206628156,86.5897785314388,2.224630683387872,True,488.0,507.0,green fluorescent,keyword,cis,3.402922341986089,3.402922341986089,1.05861235147082,0.9325843530101632,19.0,green,1.8,0.209,226,32.808669964998764,8.38994095047379,31.64836287709464,25.155238378615607,32.89840869381732,0.7646338949927111,95,0.142441274684997,0.0,633.0,,,,,True
1HUY,ok,,CRO,19.0,1844.0,-1.6819564037932873,-0.5828992973937659,0.2065055168459313,True,83.0,5184.0,2075.0,0.0160108024691358,0.0212191358024691,3.10729880214763,0.2065055168459313,11.69648994404002,9.127902125000006,True,-4.3956960663770115,5.429483980322807,6.985802759922751,1.7800980127968835,0.0,0.0,171.0,4275.0,0.0329861111111111,0.0385802469135802,6.392210873019189,89.39014597821306,13.239097505660714,6.596448713849429,-0.3064265447220935,0.5245569929292367,-0.0779997618853727,48.0,,0.9578121188998914,0.631516120171811,-0.3072777975774635,-2.8285285665415425,2.5119934549767966,1.2743472304646373,0.4816402388947662,-0.2527953588759261,-0.5361226775963036,12.0,39.0,1.0,True,CRO,160,680.7312237046672,94.91717781270908,32.457086859783985,29.82774719515994,0.3942801967366866,0.949502038947304,52.6134913599148,52.30609170634447,2.328032386311416,True,488.0,507.0,green fluorescent,keyword,cis,-0.5828992973937548,0.5828992973937548,1.088150796217379,0.96094612073863,19.0,green,2.2,0.164,230,27.84362851466268,10.398561967686646,26.49495652240256,15.95842100444593,27.96682488274457,0.5706196921300214,118,0.1733430110019367,0.0,97.0,,,,,True
1JBY,ok,,CRO,22.0,1735.0,-0.1287250059514191,1.927343224381275,0.2772150019435142,True,184.0,5184.0,4600.0,0.0354938271604938,0.0416666666666666,2.9809868638280155,0.1836132913536956,15.250999056136234,6.017373334000013,True,-3.308981340317019,22.54353085147497,22.785085928342905,1.9316371376957944,0.0,0.0,326.0,8150.0,0.0628858024691358,0.066358024691358,172.78191947544903,89.61405148509395,11.164721143552573,20.860038893247616,0.5485624445290543,0.4719671559440126,0.0146489065547323,51.0,,0.3903163018853484,0.4759608813850277,-0.4724212305749556,0.2501768100028285,-0.7143956710588399,0.8545351629413598,-0.5435821418492065,0.4945126367916946,-0.4233517255174437,12.0,43.0,1.0,True,CRO,158,649.4571939537017,93.52364378573223,31.408211316551355,29.43329341051241,0.3490047137746314,0.9330771574461556,45.61695295552848,51.02912359546324,2.1107890573298653,True,488.0,507.0,green fluorescent,keyword,cis,1.9273432243812847,1.9273432243812847,1.0670980946132784,0.926971295702146,19.0,green,1.8,0.194,223,40.58866895674565,14.936576692463133,35.621390235798245,30.318181904879484,40.71995931998856,0.7445533446296184,105,0.1616734728285806,0.0,114.0,,,,,True
1JBZ,ok,,CRO,22.0,1766.0,-1.8621884842468144,1.4203206271359363,0.3959637868977874,True,43.0,5184.0,1075.0,0.0082947530864197,0.0158179012345679,3.191889635639145,0.2928623087587616,7.007634513671316,9.457151667000003,True,-3.835877633801526,12.346954130443365,12.929084790532206,2.342019776758785,0.0,0.0,225.0,5625.0,0.0434027777777777,0.0482253086419753,10.859115838446325,-89.77979554954099,11.42393122709273,11.10345750542013,-2.30063921716905,0.7117225757605581,0.2392723132540658,50.0,,-2.1555253045187728,0.3060118379280565,-0.0032512178246875,-3.2818436502857056,1.1263183457669326,0.0,-0.1649147052096636,0.1616634873849761,0.0,12.0,41.0,0.0,True,CRO,151,665.7009902955139,95.50996184713762,30.700435466430704,30.49217931168621,0.1162796972857161,0.9170472732441572,46.26777155605678,50.73738818073679,2.114993375734084,True,488.0,507.0,green fluorescent,keyword,cis,1.4203206271359334,1.4203206271359334,1.006829821923049,0.9376667063982608,19.0,green,1.5,0.177,223,22.52380112626336,13.949738629810824,17.81973094255935,19.66227288679643,22.560023002712303,0.8715537605804972,114,0.1712480553009149,0.0,202.0,,,,,True
1JC0,ok,,CRO,22.0,5208.0,-1.6849956471508385,1.6427276439180505,0.4498099601805281,False,0.0,5184.0,0.0,0.0,0.0,2.9172727341109943,0.4257226566947221,2.3532455126930096,17.048240832999994,True,,,,2.3532455126930096,0.0,0.0,179.0,4475.0,0.0345293209876543,0.042824074074074,14.196888492669666,89.21466392105816,11.76996005195948,,0.7591441679113059,0.5237532221066434,-0.074958159240592,50.0,,0.9799849023757474,0.6665515852512975,0.0070080503318483,-2.8855125065113505,2.562183435380274,1.3033139735068238,0.3728648611956355,0.0917596965788737,-0.4576165074426609,13.0,41.0,1.0,True,CRO,159,637.3904639349994,93.32383858035573,31.20661804317136,28.92978436622083,0.3749623561921971,0.9196662268206676,47.90424770449959,34.270709960579275,2.2342969755856585,True,488.0,507.0,green fluorescent,keyword,cis,1.6427276439180425,1.6427276439180425,1.0787020617965275,0.947598063339018,19.0,green,2.0,0.223,225,43.27628473605341,14.197740094916549,39.023022215101456,34.15090907703746,43.3915967776952,0.7870396946210614,113,0.1772853633585639,0.0,132.0,,,,,True
1JC1,ok,,CRO,22.0,5212.0,0.8059605611882708,0.4740225022460151,0.2652202167501571,True,45.0,5184.0,1125.0,0.0086805555555555,0.0088734567901234,2.95921911867143,0.2402094482924748,4.22074213224923,15.311489667000018,True,-2.7779520149031085,20.000000000000032,20.192003798462043,0.9350239348949776,0.0,0.0,164.0,4100.0,0.0316358024691358,0.033179012345679,156.00260209930693,89.45402827846141,16.999216731195897,19.852159242658267,3.596304397411755,0.5910823608292477,-0.2555797638766509,49.0,,2.2805829384126817,1.0794981013466227,-0.2506252054098939,-0.6031869495304796,1.2736061332906812,1.61016375465248,0.4770675684996766,-0.1319456811201494,-0.5957470927894211,12.0,40.0,1.0,True,CRO,163,660.4951407833895,94.07530393440636,31.269942153698373,29.69137364044249,0.3137124874261665,0.9378388743718824,47.95594959446218,32.63547153094763,2.2347087227209887,True,488.0,507.0,green fluorescent,keyword,cis,0.4740225022460146,0.4740225022460146,1.0531658970168265,0.942118306879963,19.0,green,1.9,0.229,226,39.79842873508012,16.30474321366973,34.6737610808516,31.045454198663887,39.907840916785325,0.7779286848265976,114,0.1725977875700776,1.0,174.0,,,,,True
